Topic	Text
Candidates are asked about ‘socialism’	In Senator Sanders’ bill I wrote the part in Senator Sanders’ bill that is the transition that merges what the two senators said.
Candidates are asked about ‘socialism’	Senator.
Candidates are asked about ‘socialism’	The truth is if you have a buy in over a four or five year period you move us to single payer more quickly.
Candidates are asked about ‘socialism’	BALART: Senator, we will get to this.
Candidates are asked about ‘socialism’	We will get to this.
	
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	I got $100,000 in student loan debt myself.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	I tell you–if I count on the people who have been in government for the past 30 years who were around when this problem was created to be the ones to solve it it is going to be the next generation, the 40 million of us who can’t start a family.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	Can’t take a good idea and start a business and can’t buy our first home.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	This is the generation that’s going to be able to solve student loan debt.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	This generation is ready to lead.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	BALART: Mr.–Mr. Yang your signature policy is to give every adult in the United States $1,000 a month no questions asked.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	That’s right.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	BALART: I think that’s like $3.2 trillion a–a year.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	How would you do that?
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	I’m sorry?
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	BALART: Oh, so it’s difficult to do if you have companies like Amazon, trillion dollar tech companies paying literally 0 in taxes while they’re closing 30 percent of our stores.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	Now, we need to put the American people in a position to benefit from all of these innovations in other parts of the economy.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	And if we had a value added tax at even half the European level it would generate over 800 billion in new revenue which combined with the money in our hands it would be the trickle up economy from our people, families and communities up we would spend the money and circulate through our regional economies and neighborhoods–creating millions of jobs, making our families stronger and healthier.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	We’d save money on things like incarceration, homelessness services, emergency room healthcare and just the value gains from having a stronger, healthier, mentally healthier population would increase GDP by $700 billion.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	This is the move we have to make particularly as technology is now automating away millions of American’s jobs, why Donald Trump is our president today that we automated away 400 million manufacturing jobs in Michigan, Ohio and Pennsylvania and Wisconsin and we’re about to do the same thing to millions of retail jobs, call center jobs, fast food jobs, truck driving jobs on and on throughout the economy.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	BALART: So, I get to understand you a little better.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	So, you’re saying $1,000 a month for everyone over 18 but a value added tax so you can spend that $1000 on value added tax?
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	Well, the value added tax what it would end up–you would still be increasing the buying power of the bottom 94 percent of Americans.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	You have to spend a lot of money for a mild value add tax to eat up $12,000 a year per individual.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	So for the average family with two or three adults it would $24 to $36,000 a year.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	BALART: OK.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	So, Congressman Swalwell, want to talk a little bit about what Mr. Yang is talking about and you just actually mentioned it–many Americans are worried about things like self-driving cars, robots, drones, artificial intelligence will cost them their jobs.
